0,0,20,8773710.0
0,0,20,9601230.0
0,0,20,8491980.0
0,random,20,10037550.0
0,random,20,9772350.0
0,random,20,9993990.0
0,random,20,10358070.0
0,random,20,9211110.0
0,random,20,10484160.0
0,0,20,9541350.0
0,random,20,10485030.0
0,random,20,10486920.0
0,random,20,9178830.0
0,random,20,9648540.0
0,random,20,8687460.0
0,random,20,10075860.0
0,random,40,16579140.0
0,random,20,10605120.0
0,random,40,16305930.0
0,random,20,8886750.0
0,0,20,9646950.0
0,random,20,9144870.0
0,random,20,10834410.0
0,random,20,10156560.0
1,random,20,10058250.0
0,random,20,9670200.0
0,random,20,8880300.0
0,random,20,8688510.0
0,random,20,9499260.0
0,random,20,9885420.0
0,random,20,10041390.0
0,random,20,9845250.0
0,random,20,10579320.0
0,random,20,9016380.0
0,random,20,8860290.0
0,random,20,8844420.0
0,random,20,9655050.0
0,random,20,9492750.0
0,random,20,9251580.0
0,random,20,9120120.0
0,random,20,9549810.0
0,random,20,8823720.0
0,random,20,9472440.0
0,random,20,10456590.0
0,random_water,40,16754310.0
0,0,20,9059820.0
0,random_water,20,9720750.0
0,random_water,40,17002440.0
0,random_water,40,16601130.0
1,random_water,40,16801710.0
0,random_water,40,16247130.0
0,random_water,40,16723800.0
0,random_water,40,16480200.0
0,random_water,40,16590810.0
0,random_water,40,16468200.0
0,random_water,40,16277100.0
0,random_water,40,16982730.0
0,random_water,40,16792500.0
0,random_water,20,8505780.0
0,random_water,40,16061880.0
0,random_water,40,16998780.0
0,random_water,40,16518900.0
0,random_water,40,16466580.0
0,random_water,40,17783550.0
0,random_water,40,17244150.0
0,random_water,40,16627320.0
0,random_water,40,16541580.0
0,random_water,20,9684960.0
0,random_water,20,9823200.0
0,random_water,20,8834970.0
0,0,20,9772530.0
